word,sent
hearing aid,"['ric', 'hearing', 'aid']"
hearing aid,"['hearing', 'aid', 'components']"
hearing aid,"['hearing', 'aid', '3', 'pin', 'receiver']"
hearing aid,"['bte', 'hearing', 'aid', '173']"
hearing aid,"['cic', 'hearing', 'aid', '82']"
hearing aid,"['hearing', 'aid', '4']"
hearing aid,"['hearing', 'aid', 'batteries', '4']"
hearing aid,"['hearing', 'aid', 'components', '12']"
hearing aid,"['iic', 'hearing', 'aid', '17']"
hearing aid,"['itc', 'hearing', 'aid', '56']"
hearing aid,"['ite', 'hearing', 'aid', '7']"
hearing aid,"['rie', '/', 'ric', 'hearing', 'aid', '136']"
hearing aid,"['nik', 'agencies', 'is', 'a', 'well', 'renowned', 'company', 'amongst', 'retailers', 'and', 'wholesalers', 'in', 'the', 'hearing', 'aid', 'industry']"
hearing aid,"['most', 'of', 'our', 'products', 'are', 'available', 'in', 'hearing', 'aid', 'centres', 'in', 'chennai', 'hyderabad', 'bangalore', 'cochin', 'coimbatore', 'and', 'many', 'more']"
hearing aid,"['hearing', 'aid', 'batteries']"
hearing aid,"['hearing', 'aid', 'components']"
peg boy,"['peg', 'boy']"
hearing aid,"['i', 'gradually', 'lost', 'some', 'hearing', 'in', 'my', 'good', 'ear', 'and', 'quit', 'listening', 'to', 'music', 'altogether', 'until', 'i', 'started', 'wearing', 'a', 'hearing', 'aid']"
hearing aid,"['hearing', 'aid', 'accessories']"
hearing aid,"['hearing', 'aid', 'battery']"
hearing aid,"['hearing', 'aid', 'accessories']"
hearing aid,"['hearing', 'aid', 'battery']"
hearing aid,"['hearing', 'aid', 'accessories']"
hearing aid,"['hearing', 'aid', 'battery']"
hearing aid,"['hearing', 'aid', 'compatible', 'm4/t4']"
hearing aid,"['hearing', 'aid', 'compatible', 'none']"
