word,sent
hearing aid,"['hearing', 'aid']"
hearing aid,"['hearing', 'aid']"
hearing aid,"['hearing', 'aid']"
lace curtain,"['lace', 'curtain']"
yocum,"['show', '162', 'jeanne', 'yocum', 'author', 'and', 'public', 'relations', 'consultant']"
spic and span,"['the', 'spic', 'and', 'span', 'company']"
cissy,"['we', 'got', 'cissy', 'jones', 'here', 'for', 'you', 'today']"
wedo,"['for', 'example', 'after', 'seeing', 'a', 'spin', 'art', 'machine', 'that', 'josh', 'made', 'based', 'on', 'the', 'lego', 'wedo', 'carousel', 'project', 'from', 'this', 'book', 'my', '7', 'yo', 'and', 'i', 'started', 'our', 'own', 'journey', 'into', 'legotinkering']"
wedo,"['getting', 'ready', 'to', 'make', 'spinart', 'w', 'lego', 'wedo', '!', 'thx', 'for', 'inspiration', 'josh', 'burker', 'and', 'tinkering', 'https', '//t']"
hearing aid,"['hearing', 'aid', 'batteries']"
hearing aid,"['hearing', 'aid', 'batteries', 'shop', 'now']"
hearing aid,"['hearing', 'aid', 'batteries']"
hearing aid,"['hearing', 'aid', 'batteries', 'shop', 'now']"
hearing aid,"['hearing', 'aid', 'batteries']"
hearing aid,"['we', 'have', 'a', 'loop', 'device', 'for', 'use', 'during', 'consultations', 'to', 'help', 'with', 'those', 'using', 'a', 'hearing', 'aid']"
hearing aid,"['a', 'cochlear', 'implant', 'does', 'not', 'restore', 'normal', 'hearing', 'but', 'it', 'should', 'help', 'you', 'to', 'hear', 'sounds', 'that', 'you', 'were', 'not', 'able', 'to', 'hear', 'with', 'a', 'hearing', 'aid']"
hearing aid,"['the', 'device', 'can', 'consist', 'of', 'a', 'cochlear', 'implant', 'combined', 'with', 'a', 'hearing', 'aid']"
hearing aid,"['if', 'you', 'have', 'more', 'hearing', 'in', 'the', 'low', 'to', 'mid', 'pitches', 'you', 'can', 'use', 'the', 'hearing', 'aid', 'for', 'acoustic', 'amplification', 'and', 'use', 'the', 'cochlear', 'implant', 'to', 'stimulate', 'the', 'high', 'pitches', 'that', 'you', 're', 'not', 'able', 'to', 'hear', 'as', 'well']"
cissy,"['madame', 'alexander', 'cissy']"
frijolero,"['el', 'frijolero']"
care bear,"['operation', 'care', 'bear']"
wedo,['wedo']
hearing aid,"['hearing', 'aid', 'center']"
tojo,"['aki', 'tojo']"
hearing aid,"['resources', 'for', 'hearing', 'aid', 'assistance']"
hearing aid,"['hearing', 'aid', 'accessories']"
hearing aid,"['hearing', 'aid', 'batteries']"
hearing aid,"['hearing', 'aid', 'batteries', 'shops']"
baby killer,"['tozer', 'abc', 'abc', 'news', 'abeokuta', 'abercrombie', 'fitch', 'abigail', 'abortifacient', 'abortion', 'abortion', 'clinic', 'abortion', 'debate', 'abraham', 'absalom', 'abstinence', 'academy', 'award', 'accomplishments', 'accountability', 'accuracy', 'and', 'precision', 'achan', 'acorn', 'acting', 'action', 'actions', 'active', 'acts', 'of', 'the', 'apostles', 'ad', 'adam', 'adam', 'and', 'eve', 'adam4d', 'adblock', 'plus', 'adobe', 'photoshop', 'adolf', 'hitler', 'adoption', 'ads', 'adult', 'adultery', 'adults', 'advertising', 'adwords', 'affair', 'affiliate', 'affiliates', 'afghanistan', 'africa', 'agape', 'age', 'agnosticism', 'ai', 'air', 'bags', 'air', 'force', 'airbag', 'airplane', 'ajax', 'akin', 'alan', 'west', 'alaska', 'albert', 'mohler', 'alberto', 'contador', 'alcohol', 'alexa', 'alexandria', 'alfred', 'all', 'men', 'are', 'created', 'equal', 'all', 'nations', 'alliances', 'allowance', 'ally', 'almighty', 'dollar', 'alone', 'alpha', 'mom', 'alterations', 'amalek', 'amaziah', 'amazing', 'grace', 'amazon', 'amazon', 'kindle', 'ambidextrous', 'ambiguity', 'amendment', 'america', 'american', 'baptist', 'churches', 'usa', 'american', 'bible', 'society', 'american', 'broadcasting', 'company', 'american', 'express', 'american', 'family', 'radio', 'american', 'free', 'press', 'american', 'humanist', 'association', 'american', 'idol', 'american', 'red', 'cross', 'american', 'revolution', 'american', 'revolutionary', 'war', 'americans', 'amphibious', 'amy', 'adams', 'ananias', 'andrew', 'fields', 'anfield', 'angels', 'anger', 'angle', 'animal', 'protection', 'and', 'rescue', 'league', 'ann', 'althouse', 'ann', 'coulter', 'anniversary', 'announcement', 'anon', 'answers', 'answers', 'in', 'genesis', 'anthem', 'lights', 'anthony', 'kennedy', 'anti', 'catholicism', 'anti', 'christ', 'anti', 'christian', 'sentiment', 'anti', 'nuclear', 'movement', 'antioch', 'baptist', 'church', 'shreveport', 'antonin', 'scalia', 'ap', 'united', 'states', 'history', 'apollos', 'apologetics', 'apology', 'apostle', 'christian', 'apostle', 'latter', 'day', 'saints', 'apostle', 'paul', 'appeal', 'to', 'probability', 'appealing', 'apple', 'appreciate', 'aquila', 'archbishop', 'of', 'canterbury', 'argentina', 'argument', 'argument', 'from', 'authority', 'arguments', 'arizona', 'daily', 'star', 'ark', 'of', 'the', 'covenant', 'artaxerxes', 'i', 'of', 'persia', 'artificial', 'insemination', 'artificial', 'intelligence', 'asa', 'ascension', 'of', 'jesus', 'ashkenazi', 'jews', 'asia', 'aslan', 'assange', 'assemblies', 'of', 'god', 'asset', 'allocation', 'assisted', 'suicide', 'associated', 'press', 'association', 'of', 'professional', 'flight', 'attendants', 'assurance', 'atheism', 'atheist', 'athens', 'atlantic', 'ocean', 'atonement', 'in', 'christianity', 'attack', 'attacks', 'attendance', 'attention', 'attorney', 'general', 'attracted', 'attraction', 'attractive', 'auction', 'austerity', 'australia', 'authority', 'authorized', 'king', 'james', 'version', 'auto', 'avengers', 'average', 'awana', 'award', 'awareness', 'azariah', 'babcock', 'wilcox', 'babies', 'baby', 'baby', 'announcement', 'baby', 'killer', 'baby', 'parts', 'babylon', 'bee', 'babylonian', 'captivity', 'babysitter', 'bachmann', 'back', 'to', 'the', 'future', 'back', 'alley', 'bad', 'bailout', 'bailouts', 'balance', 'transfer', 'baldwin', 'banana', 'bandwagon', 'banking', 'banks', 'baptism', 'baptism', 'with', 'the', 'holy', 'spirit', 'baptist', 'press', 'baptists', 'bar', 'barack', 'obama', 'barbara', 'boxer', 'barbecue', 'barbie', 'bart', 'd']"
yocum,"['show', '162', 'jeanne', 'yocum', 'author', 'and', 'public', 'relations', 'consultant']"
hearing aid,"['people', 'tell', 'me', 'to', 'get', 'a', 'hearing', 'aid', 'but', 'i', 'have', 'been', 'told', 'that', 'one', 'won', 't', 'help', 'me', 'and', 'i', 've', 'explained', 'that']"
devry,"['best', 'guided', 'solution', 'of', 'devry', 'acct', '451', 'entire', 'course', 'plus', 'final', 'exam']"
devry,"['home', '/', 'devry', 'courses', '/', 'acct', '/', 'acct', '451', '/', 'acct', '451', 'entire', 'course', 'plus', 'final', 'exam']"
hearing aid,"['why', 'would', 'you', 'label', 'someone', 'for', 'the', 'object', 'they', 'use', 'for', 'mobility', '?', 'it', 'is', 'not', 'something', 'i', 'am', 'ashamed', 'of', 'but', 'should', 'i', 'be', 'identified', 'by', 'it', '?', 'for', 'instance', 'will', 'you', 'hold', 'a', 'contest', 'with', 'the', 'name', 'mr', 'cane', 'india', 'or', 'ms', 'hearing', 'aid', 'india', 'or', 'will', 'you', 'have', 'something', 'like', 'miss', 'fat', 'india', 'for', 'the', 'girls', 'who', 'are', 'going', 'through', 'obesity', 'or', 'are', 'over', 'weight']"
hearing aid,"['hearing', 'aid', 'center']"
hearing aid,"['hearing', 'aid']"
hearing aid,"['doctors', 'hospitals', 'homeopathy', 'ayurvedic', 'physiotherapist', 'veterinary', 'doctor', 'pet', 'food', 'diagnostics', 'opticians', 'hearing', 'aid', 'chemist', 'medical', 'equip', 'homevisit', 'doctors', 'beauty', 'clinics', 'spa', 'hair', 'treatment', 'laser', 'cosmetic', 'treatment', 'gym', 'weight', 'management', 'dieticians', 'yoga', 'playschools', 'creche', 'schools', 'infertility', 'clinics']"
hearing aid,"['batteries', 'hearing', 'aid']"
hearing aid,"['energizer', 'hearing', 'aid']"
devry,"['devry', 'graduation', '2016']"
devry,"['devry', 'university', 'graduation']"
devry,"['devry', 'january', '2015']"
devry,"['devry', 'july', '2014']"
devry,['devry']
coffee enema,"['coffee', 'enema', 'kit', 'silicone']"
coffee enema,"['organic', 'coffee', 'enema', 'grind', 'light', 'roast', '400gm']"
hearing aid,"['hearing', 'aid', 'maintenance']"
hearing aid,"['the', 'ultimate', 'breakdown', 'of', 'hearing', 'aid', 'styles']"
hearing aid,"['it', 'can', 'be', 'a', 'pain', 'to', 'try', 'and', 'use', 'your', 'hearing', 'aid', 'on', 'them']"
hearing aid,"['hearing', 'aid', 'maintenance']"
hearing aid,"['the', 'ultimate', 'breakdown', 'of', 'hearing', 'aid', 'styles']"
hearing aid,"['christine', 'kent', 'audiology', 'hearing', 'aids', '4', 'locations', 'need', 'a', 'heating', 'test', '?', 'hearing', 'aid', '?', 'repa']"
hearing aid,"['but', 'he', 'said', '3', 'd', 'printing', 'is', 'affecting', 'manufacturing', 'in', 'virtually', 'every', 'industry', 'and', 'products', 'such', 'as', 'invisalign', 'dental', 'braces', 'and', 'hearing', 'aid', 'cases', 'are', 'now', 'made', 'with', 'that', 'process']"
zike,"['zike', 'dinah']"
hearing aid,"['batteries', 'hearing', 'aid']"
hearing aid,"['hearing', 'aid', 'brands']"
hearing aid,"['hearing', 'aid', 'fitting']"
hearing aid,"['hearing', 'aid', 'repair']"
hearing aid,"['there', 'are', 'lots', 'of', 'people', 'suffering', 'from', 'loss', 'of', 'hearing', 'who', 'could', 'use', 'a', 'donated', 'hearing', 'aid', 'and', 'several', 'institutions', 'out', 'there', 'that', 'acquire', 'and', 'distribute', 'those', 'hearing', 'aids', 'to', 'the', 'individuals', 'in', 'need']"
hearing aid,"['read', 'on', 'to', 'discover', 'why', 'it', 's', 'important', 'to', 'donate', 'your', 'pre', 'owned', 'hearing', 'aid', 'and', 'find', 'out', 'how', 'you', 'can', 'go', 'about', 'it']"
hearing aid,"['why', 'it', 's', 'important', 'to', 'contribute', 'a', 'used', 'hearing', 'aid']"
hearing aid,"['the', 'average', 'age', 'for', 'first', 'time', 'hearing', 'aid', 'users', 'is', '70', 'but', 'again']"
hearing aid,"['your', 'pre', 'owned', 'hearing', 'aid', 'can', 'have', 'an', 'enormous', 'impact', 'in', 'the', 'health', 'quality', 'of', 'life', 'and', 'financial', 'well', 'being', 'for', 'a', 'person', 'in', 'need', 'who', 'could', 'not', 'normally', 'afford', 'a', 'hearing', 'aid']"
hearing aid,"['how', 'to', 'donate', 'your', 'used', 'hearing', 'aid']"
hearing aid,"['hearing', 'aid', 'brands']"
hearing aid,"['hearing', 'aid', 'fitting']"
hearing aid,"['hearing', 'aid', 'repair']"
spic and span,"['your', 'spic', 'and', 'span', 'telephone', 'accompanies', 'enough', 'highlights', 'to', 'keep', 'you', 'occupied', 'for', 'quite', 'a', 'long', 'time']"
wedo,"['wedo', '2']"
wedo,"['ldd', 'dis', 'continued', 'wedo', '2']"
hearing aid,"['dental', 'crowns', 'hip', 'joint', 'prosthetics', 'hearing', 'aid', 'shells', '3d', 'printing', 'is', 'used', 'wherever', 'replacement', 'parts', 'for', 'the', 'body', 'are', 'needed']"
hearing aid,"['customised', '3d', 'printing', 'lets', 'you', 'manufacture', 'individualized', 'products', 'such', 'as', 'hearing', 'aid', 'shells', 'custom', 'fit', 'to', 'the', 'recipient']"
hearing aid,"['people', 'tell', 'me', 'to', 'get', 'a', 'hearing', 'aid', 'but', 'i', 'have', 'been', 'told', 'that', 'one', 'won', 't', 'help', 'me', 'and', 'i', 've', 'explained', 'that']"
zike,"['i', 've', 'even', 'got', 'the', 'sinclair', 'zike', 'electric', 'bike', 'too']"
tojo,"['prochnow', 'herbie', 'hancock', 'herbie', 'mann', 'herman', 'cain', 'herman', 'hesse', 'herman', 'kahn', 'herman', 'melville', 'herman', 'wouk', 'hermann', 'broch', 'hermann', 'hesse', 'hermann', 'maier', 'herodotus', 'herschel', 'walker', 'hesiod', 'heston', 'blumenthal', 'heywood', 'broun', 'hiawatha', 'hideki', 'tojo', 'hilaire', 'belloc', 'hilary', 'duff', 'hilary', 'rhoda', 'hilary', 'rosen', 'hilary', 'swank', 'hilda', 'solis', 'hildegard', 'knef', 'hillary', 'clinton', 'hippocrates', 'hippolyte', 'taine', 'hjalmar', 'branting', 'hjalmar', 'schacht', 'ho', 'chi', 'minh', 'hoda', 'kotb', 'hodding', 'carter', 'holly', 'johnson', 'holly', 'madison', 'holly', 'marie', 'combs', 'holly', 'near', 'homer', 'honore', 'de', 'balzac', 'hope', 'davis', 'hope', 'solo', 'horace', 'horace', 'mann', 'horace', 'walpole', 'horatio', 'alger', 'horatio', 'nelson', 'horst', 'koehler', 'hosea', 'ballou', 'hosni', 'mubarak', 'howard', 'cosell', 'howard', 'dean', 'howard', 'dietz', 'howard', 'gardner', 'howard', 'hughes', 'howard', 'mumford', 'jones', 'howard', 'nemerov', 'howard', 'stern', 'howard', 'thurman', 'howard', 'zinn', 'howie', 'carr', 'hu', 'jintao', 'hu', 'shih', 'hubert', 'h']"
cissy,"['chuck', 'grassley', 'chuck', 'hagel', 'chuck', 'jones', 'chuck', 'klosterman', 'chuck', 'noll', 'chuck', 'norris', 'chuck', 'palahniuk', 'ciara', 'cicely', 'tyson', 'cillian', 'murphy', 'cindy', 'crawford', 'cindy', 'margolis', 'cindy', 'sheehan', 'cindy', 'sherman', 'cissy', 'houston', 'claire', 'danes', 'claire', 'mccaskill', 'clara', 'barton', 'clara', 'schumann', 'clara', 'zetkin', 'clare', 'boothe', 'luce', 'clare', 'short', 'clarence', 'clemons', 'clarence', 'darrow', 'clarence', 'day', 'clarence', 'thomas', 'clarissa', 'pinkola', 'estes', 'claude', 'bernard', 'claude', 'chabrol', 'claude', 'debussy', 'claude', 'm']"
hearing aid,"['hearing', 'aid', 'batteries']"
texass,"['com/texass', 'largest', 'hospital', 'reaches', '100', 'percent', 'icu', 'capacity', '1513481', 'target', 'blank', 'recently', 'reached', 'full', 'capacity', '/a']"
saala,"['madhavan', 'saala', 'khadoos', 'the', 'rehnaa', 'hai', 'terre', 'dil', 'mein', 'actor', 'too', 'gained', 'weight', 'for', 'his', 'recent', 'film', 'saala', 'khadoos']"
lace curtain,"['lace', 'curtain']"
baby killer,"['tozer', 'abc', 'abc', 'news', 'abeokuta', 'abercrombie', 'fitch', 'abigail', 'abortifacient', 'abortion', 'abortion', 'clinic', 'abortion', 'debate', 'abraham', 'absalom', 'abstinence', 'academy', 'award', 'accomplishments', 'accountability', 'accuracy', 'and', 'precision', 'achan', 'acorn', 'acting', 'action', 'actions', 'active', 'acts', 'of', 'the', 'apostles', 'ad', 'adam', 'adam', 'and', 'eve', 'adam4d', 'adblock', 'plus', 'adobe', 'photoshop', 'adolf', 'hitler', 'adoption', 'ads', 'adult', 'adultery', 'adults', 'advertising', 'adwords', 'affair', 'affiliate', 'affiliates', 'afghanistan', 'africa', 'agape', 'age', 'agnosticism', 'ai', 'air', 'bags', 'air', 'force', 'airbag', 'airplane', 'ajax', 'akin', 'alan', 'west', 'alaska', 'albert', 'mohler', 'alberto', 'contador', 'alcohol', 'alexa', 'alexandria', 'alfred', 'all', 'men', 'are', 'created', 'equal', 'all', 'nations', 'alliances', 'allowance', 'ally', 'almighty', 'dollar', 'alone', 'alpha', 'mom', 'alterations', 'amalek', 'amaziah', 'amazing', 'grace', 'amazon', 'amazon', 'kindle', 'ambidextrous', 'ambiguity', 'amendment', 'america', 'american', 'baptist', 'churches', 'usa', 'american', 'bible', 'society', 'american', 'broadcasting', 'company', 'american', 'express', 'american', 'family', 'radio', 'american', 'free', 'press', 'american', 'humanist', 'association', 'american', 'idol', 'american', 'red', 'cross', 'american', 'revolution', 'american', 'revolutionary', 'war', 'americans', 'amphibious', 'amy', 'adams', 'ananias', 'andrew', 'fields', 'anfield', 'angels', 'anger', 'angle', 'animal', 'protection', 'and', 'rescue', 'league', 'ann', 'althouse', 'ann', 'coulter', 'anniversary', 'announcement', 'anon', 'answers', 'answers', 'in', 'genesis', 'anthem', 'lights', 'anthony', 'kennedy', 'anti', 'catholicism', 'anti', 'christ', 'anti', 'christian', 'sentiment', 'anti', 'nuclear', 'movement', 'antioch', 'baptist', 'church', 'shreveport', 'antonin', 'scalia', 'ap', 'united', 'states', 'history', 'apollos', 'apologetics', 'apology', 'apostle', 'christian', 'apostle', 'latter', 'day', 'saints', 'apostle', 'paul', 'appeal', 'to', 'probability', 'appealing', 'apple', 'appreciate', 'aquila', 'archbishop', 'of', 'canterbury', 'argentina', 'argument', 'argument', 'from', 'authority', 'arguments', 'arizona', 'daily', 'star', 'ark', 'of', 'the', 'covenant', 'artaxerxes', 'i', 'of', 'persia', 'artificial', 'insemination', 'artificial', 'intelligence', 'asa', 'ascension', 'of', 'jesus', 'ashkenazi', 'jews', 'asia', 'aslan', 'assange', 'assemblies', 'of', 'god', 'asset', 'allocation', 'assisted', 'suicide', 'associated', 'press', 'association', 'of', 'professional', 'flight', 'attendants', 'assurance', 'atheism', 'atheist', 'athens', 'atlantic', 'ocean', 'atonement', 'in', 'christianity', 'attack', 'attacks', 'attendance', 'attention', 'attorney', 'general', 'attracted', 'attraction', 'attractive', 'auction', 'austerity', 'australia', 'authority', 'authorized', 'king', 'james', 'version', 'auto', 'avengers', 'average', 'awana', 'award', 'awareness', 'azariah', 'babcock', 'wilcox', 'babies', 'baby', 'baby', 'announcement', 'baby', 'killer', 'baby', 'parts', 'babylon', 'bee', 'babylonian', 'captivity', 'babysitter', 'bachmann', 'back', 'to', 'the', 'future', 'back', 'alley', 'bad', 'bailout', 'bailouts', 'balance', 'transfer', 'baldwin', 'banana', 'bandwagon', 'banking', 'banks', 'baptism', 'baptism', 'with', 'the', 'holy', 'spirit', 'baptist', 'press', 'baptists', 'bar', 'barack', 'obama', 'barbara', 'boxer', 'barbecue', 'barbie', 'bart', 'd']"
